epoch,loss,val_loss
59,0.08753961324691772,0.08262788504362106
60,0.08759147673845291,0.09048420935869217
61,0.08665506541728973,0.10281883180141449
62,0.09070315212011337,0.08477133512496948
63,0.08717261254787445,0.09537215530872345
64,0.08520275354385376,0.12773457169532776
65,0.09001684933900833,0.08699692040681839
66,0.08482198417186737,0.07401318848133087
67,0.08508853614330292,0.08110561221837997
68,0.08411873131990433,0.08277334272861481
69,0.0809512510895729,0.08200673013925552
70,0.08278660476207733,0.07562471926212311
71,0.08227985352277756,0.08441727608442307
72,0.08327610790729523,0.08248955011367798
73,0.08317194879055023,0.09012141078710556
74,0.08015909790992737,0.07919059693813324
75,0.08296329528093338,0.08446116745471954
76,0.08128221333026886,0.08306565880775452
77,0.08186548948287964,0.07092820107936859
78,0.08025967329740524,0.07772107422351837
79,0.080019511282444,0.09805390983819962
80,0.0902084931731224,0.0852728933095932
81,0.0834854319691658,0.0831264778971672
82,0.08147498220205307,0.09356369078159332
83,0.08059290796518326,0.08486128598451614
84,0.07840117812156677,0.07996701449155807
85,0.0776633769273758,0.07191964983940125
86,0.07957904785871506,0.08795265853404999
87,0.07777993381023407,0.07821424305438995
88,0.07692568004131317,0.07382909953594208
89,0.07688681781291962,0.07837492972612381
90,0.07844172418117523,0.08441097289323807
91,0.08031538873910904,0.08457855135202408
92,0.07933744043111801,0.07192040979862213
93,0.0796283558011055,0.07518696039915085
94,0.07818324863910675,0.07165253162384033
95,0.07642056047916412,0.0925474539399147
96,0.07339601218700409,0.0703197494149208
97,0.07299604266881943,0.07636336237192154
98,0.07343317568302155,0.07661634683609009
99,0.07769380509853363,0.0727536603808403
100,0.07645907998085022,0.08133050799369812
101,0.0748419538140297,0.07782010734081268
102,0.07213287055492401,0.0678602084517479
103,0.07295577973127365,0.07772507518529892
104,0.07456768304109573,0.08323594182729721
105,0.07267587631940842,0.0958331897854805
106,0.07475722581148148,0.0788426473736763
107,0.08648864924907684,0.08651293069124222
108,0.0779956504702568,0.08028170466423035
109,0.07429225742816925,0.07474103569984436
110,0.07334678620100021,0.06612024456262589
111,0.0706373006105423,0.06503654271364212
112,0.06994682550430298,0.07460048049688339
113,0.0722365528345108,0.08687858283519745
114,0.07733237743377686,0.07688634842634201
115,0.07291194796562195,0.07146306335926056
116,0.07521358132362366,0.07705783098936081
117,0.07329235225915909,0.06953596323728561
118,0.07154879719018936,0.0671001747250557
119,0.07393808662891388,0.06503278762102127
120,0.07294359058141708,0.07279036194086075
121,0.07527776807546616,0.06859605759382248
122,0.07101164013147354,0.08198629319667816
123,0.0715935155749321,0.06649495661258698
124,0.07021142542362213,0.0808456540107727
125,0.07172994315624237,0.09962336719036102
126,0.0705706775188446,0.0727364644408226
127,0.06906983256340027,0.07154078781604767
128,0.06963107734918594,0.0678686797618866
129,0.06760891526937485,0.07125476002693176
130,0.07202465832233429,0.06583842635154724
131,0.06940505653619766,0.06618501991033554
132,0.06764812767505646,0.06917095929384232
133,0.06642049551010132,0.06895843148231506
134,0.06559614837169647,0.06658504158258438
135,0.06592253595590591,0.08508395403623581
136,0.06544268876314163,0.06936242431402206
137,0.06885023415088654,0.06810808181762695
138,0.06649952381849289,0.0725972056388855
139,0.06556304544210434,0.06402686983346939
140,0.0645458921790123,0.06812611222267151
141,0.06379356980323792,0.07696282118558884
142,0.06469296663999557,0.07038801908493042
143,0.0725720226764679,0.11006402224302292
144,0.07143332809209824,0.08023644238710403
145,0.06970914453268051,0.0674482211470604
146,0.06823952496051788,0.08653447031974792
147,0.06749365478754044,0.06868724524974823
148,0.06535188108682632,0.07776811718940735
149,0.06659545749425888,0.07180216163396835
